id, score, title
14985, 0.5251317024230957, The Princess Bride (film)
141807, 0.5245398879051208, Longevity myths
1620, 0.5229818224906921, Blue Velvet (film)
2197717, 0.5209165811538696, History of the University of Arkansas
34142, 0.5185362696647644, Frankenstein (1931 film)
129715, 0.5183677077293396, Middle kingdoms of India
453426, 0.516659677028656, Les Demoiselles d Avignon
734774, 0.5164685249328613, Ciénega
36514, 0.5164099931716919, History of Vietnam
2874708, 0.5154716968536377, Automotive industry in New Zealand
4018860, 0.5147978663444519, Lake Clarendon State School
10068, 0.5147185921669006, Native Americans in the United States
1485140, 0.5143898129463196, University of the Philippines Los Baños College of Forestry and Natural Resources
3229491, 0.514171838760376, Fifth Street Historic District
460110, 0.5132384300231934, Ice hockey at the Olympic Games
2667134, 0.5106725096702576, History of the horse in Britain
367310, 0.5097028613090515, Ben Hur (1959 film)
1277098, 0.5090408325195312, Scottish art
869936, 0.5084596872329712, How Green Was My Valley (film)
21419, 0.5083363056182861, Lawrence of Arabia (film)
1269437, 0.5075095295906067, Keat Hwa Secondary School
3098946, 0.5074488520622253, 21st century in fiction
2241076, 0.5058184862136841, 2001: A Space Odyssey (film)
22540, 0.5053858160972595, Spencer Tracy
173586, 0.5032467842102051, Days of Heaven
34093, 0.5013821721076965, City Lights
2582725, 0.5002259612083435, History of Kalahandi
3359114, 0.5002230405807495, Sardinian banditry
2190918, 0.5001267194747925, Māori people
1432215, 0.49987784028053284, History of flooding in Canada
938372, 0.4988304674625397, History of Torquay
867431, 0.49747586250305176, Arturo Fuente
35158, 0.4972967803478241, The Wild Bunch
9098, 0.4955364763736725, History of Mexico
1510892, 0.4953218996524811, Sources of ancient Tamil history
204333, 0.4918917715549469, The Wizard of Oz (1939 film)
1546362, 0.49108415842056274, St Padarn s Church Llanbadarn Fawr
2201102, 0.49091681838035583, History of Mongolia
2861284, 0.4908733367919922, Terminator 2: Judgment Day
12277, 0.4908435046672821, Raging Bull
2199910, 0.4904322624206543, Future sea level
2403455, 0.4902333915233612, Physical impacts of climate change
614190, 0.48853597044944763, Gone with the Wind (film)
41547, 0.48849764466285706, 12 Angry Men (1957 film)
240820, 0.48828431963920593, AFI 100 Years series
24141, 0.488274484872818, Castle
34083, 0.4879816472530365, Bringing Up Baby
328457, 0.48791995644569397, Florida Museum of Natural History
1274416, 0.4858751893043518, The Hustler (film)
94171, 0.4856516420841217, History of aviation
3550585, 0.4854399263858795, History of the Maya civilization
594206, 0.4804013669490814, History of Bihar
14403, 0.4799714684486389, The Silence of the Lambs (film)
96346, 0.4795081317424774, Dating creation
14752, 0.47913914918899536, Tunguska event
390857, 0.478840172290802, Economy of India
440078, 0.47693315148353577, Helladic period
162737, 0.4748075008392334, Iztapalapa
4042691, 0.4742286205291748, Prenzlau State School
3328330, 0.4735284745693207, Christian attitudes towards science
1741848, 0.47335192561149597, Anosy Region
271726, 0.4730722904205322, Persian carpet
100194, 0.4726415276527405, Track and field
2343, 0.47234541177749634, History of Cambodia
2490217, 0.471884548664093, History of the hamburger
2204134, 0.47127389907836914, History of Ireland
4968, 0.46967241168022156, History of film
391411, 0.4687866270542145, Immigration to Brazil
300296, 0.46642398834228516, Early modern warfare
192, 0.4662133753299713, Alps
1190860, 0.4661378860473633, History of Indiana
2350058, 0.46565207839012146, Grubb Family Iron Dynasty
131941, 0.4652276635169983, Dirty Harry
34239, 0.464764267206192, The Godfather Part II
2179280, 0.4646144509315491, Poisson distribution
98087, 0.4635283946990967, Goryeo
47801, 0.4627537727355957, Atlantic City New Jersey
2032061, 0.4626753032207489, History of cities in Canada
173302, 0.4613226354122162, Young Frankenstein
188638, 0.4611201286315918, Gandhara
2070980, 0.4606228470802307, Greenhouse gas
1329, 0.4600704312324524, Attribution of recent climate change
14148, 0.45898666977882385, Relationship between religion and science
26151, 0.45858311653137207, The Empire Strikes Back
981063, 0.45818883180618286, Sasanian Empire
32859, 0.4570491909980774, Croats
905696, 0.4566476345062256, Development of Jehovah s Witnesses doctrine
30154, 0.45639029145240784, The Great Dictator
6749, 0.45567402243614197, Republic of Ireland
25611, 0.45524248480796814, Children s literature
67249, 0.4550311267375946, Irvington New York
125415, 0.4537573456764221, Culture of the United Kingdom
2059472, 0.45231109857559204, Sea level rise
6226, 0.4520895481109619, Hebrew language
756452, 0.4519560933113098, The Untouchables (film)
131332, 0.4512646794319153, De La Salle University
1917348, 0.4512443542480469, Demographics of Brazil
30447, 0.45124340057373047, Bette Davis
1736291, 0.4502350986003876, Saint Georges du Bois Sarthe
2458012, 0.4499766528606415, Mount Cayley volcanic field
30799, 0.4497097134590149, Goodfellas
9322, 0.4492014944553375, Marx Brothers
3308767, 0.44852733612060547, Birkenhead Park Cricket Club
86876, 0.4474294185638428, Pre Columbian trans oceanic contact theories
1391666, 0.44703197479248047, The Treasure of the Sierra Madre (film)
29582, 0.4467844069004059, Mr Deeds Goes to Town
2237011, 0.44664499163627625, History of Fairbanks Alaska
430847, 0.44660040736198425, Persian Jews
34094, 0.44641515612602234, Sullivan s Travels
128943, 0.44544196128845215, Zadar
11399, 0.4454375207424164, Psycho (1960 film)
327551, 0.44530320167541504, History of the Royal Navy
1645266, 0.44506341218948364, Climate of the Arctic
306218, 0.44492873549461365, Return period
465235, 0.4447539448738098, Singin in the Rain
1752011, 0.44447436928749084, Economy of East Asia
14586, 0.44421863555908203, The Terminator
24276, 0.4413614869117737, Abbasid Caliphate
2205241, 0.4409615993499756, 3rd millennium
36688, 0.44073888659477234, Lincoln Highway
14801, 0.4402841627597809, Universe of The Legend of Zelda
213923, 0.440003365278244, Football in England
799165, 0.4399794638156891, Palatinate Forest
132222, 0.4397626519203186, Jack Hobbs
132357, 0.4397544860839844, Conquistador
3951, 0.4387151896953583, Dolly Parton
6138, 0.43830347061157227, History of Germany
84498, 0.4381478428840637, Alberto Santos Dumont
2951593, 0.4377589225769043, The Bronze Screen: 100 Years of the Latino Image in Hollywood (film)
1106574, 0.43706580996513367, Byzantine calendar
20764, 0.436575710773468, Historical fiction
2462861, 0.43651649355888367, Timeline of Russian innovation
2183542, 0.43647319078445435, Atmospheric methane
35061, 0.4362351894378662, Shaft (1971 film)
2473124, 0.4361341595649719, History of Hungary
2308944, 0.43591347336769104, John D Hamaker
2270909, 0.43587347865104675, History of Phoenix Arizona
34109, 0.4356578290462494, The Deer Hunter
610356, 0.4354875087738037, History of capitalism
96132, 0.43544793128967285, Plovdiv
3038884, 0.4352133870124817, Population and housing censuses by country
844508, 0.433600515127182, All Quiet on the Western Front (1930 film)
1536305, 0.43339744210243225, Mysore literature in Kannada
194210, 0.43288418650627136, Mughal e Azam
1236095, 0.4328096807003021, Chronology of the Bible
2216, 0.4325387477874756, Charlie Chaplin
2655600, 0.4320554733276367, Achaemenid Empire
3938, 0.4320436418056488, Dr Strangelove
34274, 0.43199920654296875, His Girl Friday
733331, 0.43178683519363403, History of Celtic F C (1887–1994)
397593, 0.43147650361061096, Meanings of minor planet names: 11001–12000
614912, 0.43139734864234924, History of Protestantism
19876, 0.43097662925720215, Thessaloniki
37556, 0.4304511249065399, Chamber music
3811498, 0.4303813874721527, Book:All About Film
6163, 0.43022552132606506, Harold and Maude
263468, 0.42988672852516174, Rylands Library Papyrus P52
2060081, 0.42983970046043396, History of paper
30954, 0.4298076629638672, Fred Astaire
2943897, 0.4277675747871399, Cultural Development of Kamarupa
803410, 0.42768117785453796, IPCC Fourth Assessment Report
98797, 0.4272213876247406, Jämtland
2580954, 0.4271574914455414, Salt industry in Syracuse New York
4873, 0.4268185794353485, Francis Ford Coppola
28174, 0.4267697036266327, Judy Garland
434895, 0.4262993037700653, Milwaukee School of Engineering
272388, 0.4259338080883026, Ely Cathedral
426334, 0.42570048570632935, Alpha Phi Alpha
280032, 0.42528659105300903, River Irwell
2382417, 0.42523622512817383, Clan Ostoja
392366, 0.42504820227622986, Delta Sigma Theta
7194, 0.42480307817459106, Infanticide
219208, 0.42478832602500916, Timeline of Star Trek
136453, 0.42478299140930176, Póvoa de Varzim
55442, 0.42472514510154724, Peabody Kansas
2067034, 0.4245973229408264, History of graphic design
8948, 0.4244321286678314, Moscow
15267, 0.4233355224132538, History of the United Kingdom
363463, 0.42327162623405457, History of modern literature
2610026, 0.4228688180446625, Philippine one hundred peso note
1154154, 0.4227171540260315, History of the Jews in Iran
620060, 0.4213854968547821, South Slavs
8813, 0.4212724268436432, Lesser Poland
2090068, 0.4212453067302704, Early Slavs
203518, 0.42067795991897583, Last glacial period
100226, 0.4201682209968567, Centenarian
23276, 0.42005595564842224, Cryosphere
15347, 0.4199182689189911, Uzbekistan
65512, 0.4198666214942932, Paterson New Jersey
1632064, 0.41959333419799805, Climate change in Australia
23372, 0.41907793283462524, Feyenoord
283512, 0.4186983108520508, A Christmas Story
221320, 0.4186231791973114, Grenache
34116, 0.4183311462402344, Double Indemnity (film)
2708940, 0.41826876997947693, History of the metric system
35055, 0.418119341135025, The Searchers
34612, 0.41807207465171814, The Miracle of Morgan s Creek
1810336, 0.4179544448852539, Geography and ecology of the Everglades
2042639, 0.41695109009742737, Drama
2267, 0.4168801009654999, Copyright
96178, 0.4168424606323242, Washington Heights Manhattan
45879, 0.41512441635131836, Network (1976 film)
3619246, 0.4143805205821991, Early history of American football
348583, 0.41422754526138306, American Century
21163, 0.41401299834251404, The Bridge on the River Kwai
503883, 0.41364628076553345, Rihanna
1626332, 0.4135266840457916, History of science and technology in the People s Republic of China
1317960, 0.4135049879550934, Bradbury Robinson
5984, 0.41347286105155945, Global warming potential
34391, 0.4134703278541565, Hoosiers
139254, 0.41326412558555603, Gill Sans
89940, 0.41294246912002563, Spartacus (film)
1237012, 0.4129343032836914, Christian heresy in the modern era
1854348, 0.4124721586704254, Brihadisvara Temple Thanjavur
97540, 0.41195961833000183, The Omen
119275, 0.41192370653152466, Toronto Argonauts
14561, 0.4118478000164032, Night of the Living Dead
22231, 0.41077762842178345, Biodiversity
143263, 0.4107355773448944, Irish poetry
10941, 0.4106425940990448, Periodic table
3439144, 0.41051197052001953, Xiao Hui Wang
146877, 0.41040530800819397, Kīlauea
20864, 0.41006532311439514, Elizabeth Taylor
2691661, 0.409090131521225, Golden Age
3789489, 0.409017413854599, Lake Tauca
3420942, 0.4084970951080322, 2015 in science
97596, 0.40841254591941833, Pinocchio (1940 film)
882013, 0.40805479884147644, History of Delhi
1682935, 0.4075169563293457, Climate change in Washington
7477, 0.4073715806007385, James Cagney
95878, 0.4072578549385071, History of Montenegro
1426711, 0.4071321487426758, Love Story (1970 film)
2660770, 0.40690359473228455, Jersey s population
1167849, 0.40682101249694824, Galápagos tortoise
27892, 0.4063308835029602, Cossacks
26846, 0.4059979021549225, Sleepy Hollow (film)
290005, 0.4058859050273895, Carolyn Maloney
34118, 0.40576502680778503, Duck Soup (1933 film)
319399, 0.4056723117828369, St Helens Merseyside
2386335, 0.40527501702308655, Maria José Dupré
233867, 0.4051450788974762, Human
54424, 0.4049306809902191, Scream (1996 film)
229183, 0.40439078211784363, Five for Fighting
3149705, 0.40432482957839966, Landscape painting in Scotland
7897, 0.4039996266365051, Kabul
1313167, 0.4038880467414856, The Great Global Warming Swindle
2230547, 0.40323954820632935, MASH (film)
105589, 0.40309444069862366, Bogotá
1821394, 0.40301355719566345, Campus of University of the Philippines Los Baños
1839320, 0.40301355719566345, University of the Philippines Los Baños College of Agriculture
2995621, 0.40293368697166443, The Christ Myth
146307, 0.40258702635765076, Mrs Doubtfire
13348, 0.4024094045162201, Stonehenge
160418, 0.4023006856441498, Crown Jewels of the United Kingdom
17629, 0.4015904366970062, 22nd century
23820, 0.40122419595718384, Georgia (country)
47733, 0.40102559328079224, Clara Bow
887, 0.4009779095649719, Aramaic language
20639, 0.4008773863315582, All About Eve
15106, 0.40080124139785767, Tasmanian devil
596315, 0.4007027745246887, Education in Romania
594752, 0.4006917476654053, Egyptian chronology
100086, 0.4005414545536041, Ore Mountains
414890, 0.40044575929641724, Early flying machines
2335684, 0.4000665843486786, Territorial era of Minnesota
168527, 0.40004411339759827, Ice core
32155, 0.3999599516391754, Bonnie and Clyde (film)
15059, 0.39994916319847107, Taiga
165969, 0.39975616335868835, Cinema of the United States
30952, 0.39964812994003296, Poverty
8634, 0.39931216835975647, Louis Armstrong
32108, 0.3992585837841034, Chinatown (1974 film)
2029, 0.39916181564331055, Batman (1989 film)
938959, 0.3989754319190979, 20 000 Leagues Under the Sea (1954 film)
13353, 0.3986615836620331, Sam Peckinpah
903701, 0.39863815903663635, Caesar s invasions of Britain
2252579, 0.39862433075904846, Sapta Puri
79799, 0.39856305718421936, Jerry Maguire
72323, 0.398333877325058, Allentown Pennsylvania
5164, 0.397909015417099, Frank Sinatra
2888, 0.3978404700756073, Carthage
55278, 0.39779961109161377, Holyrood Kansas
30030, 0.3974283039569855, The Sting
10557, 0.39722368121147156, Nuclear power
21499, 0.3971874713897705, Shark
20982, 0.3971056044101715, History of the British Virgin Islands
9371, 0.3964657783508301, Melbourne Cricket Ground
33572, 0.3962523937225342, David Lean
258667, 0.3962012827396393, Economy car
821, 0.3959134519100189, African Americans
1813028, 0.39586207270622253, History of Catholic mariology
87138, 0.3955482542514801, Mount Kilimanjaro
151962, 0.3953072726726532, Holstein Friesian cattle
2694763, 0.3952528238296509, Taxation in South Africa
1162407, 0.39491185545921326, History by period
3107046, 0.3947398066520691, Timeline of the discovery and classification of minerals
46351, 0.39431071281433105, Migration Period
848417, 0.39421698451042175, 1987 in organized crime
17907, 0.39404961466789246, Yorkshire
1027976, 0.3939228057861328, Goldfinger (film)
2311, 0.3935581147670746, Concrete
1892188, 0.39342689514160156, Planet of the Apes (1968 film)
44380, 0.3934120237827301, Doctor Zhivago (film)
1348724, 0.39333271980285645, Renewable energy commercialization
45873, 0.3931875228881836, Dog Day Afternoon
8246, 0.39292678236961365, Louvre
11715, 0.392437607049942, Presbyterianism
2345654, 0.3923559784889221, Volcanic history of the Northern Cordilleran Volcanic Province
695608, 0.39183077216148376, History of watches
15676, 0.3916138708591461, Viking Age
134382, 0.39158350229263306, Zakynthos
22275, 0.39146244525909424, Billy Wilder
75144, 0.39137187600135803, Seguin Texas
336789, 0.3912796676158905, The Shining (film)
36570, 0.39119622111320496, Miracle on 34th Street
30418, 0.39109545946121216, Greta Garbo
776362, 0.3910735845565796, The King and I (1956 film)
1871855, 0.39076584577560425, Christian
3126996, 0.3906504213809967, Scottish art in the nineteenth century
177371, 0.390573114156723, The Fly (1986 film)
12972, 0.39035511016845703, Ship
3239090, 0.39013510942459106, Madrid
3209568, 0.38983091711997986, Political power in the United States over time
143006, 0.3898274004459381, Kaminaljuyu
9590, 0.38978734612464905, Mummy
35071, 0.3893929421901703, Snow White and the Seven Dwarfs (1937 film)
1777316, 0.3892469108104706, Scania
372872, 0.38919201493263245, Bratislava Castle
72841, 0.38918134570121765, Unforgiven
26243, 0.38896986842155457, Raiders of the Lost Ark
204308, 0.38896462321281433, Risky Business
3864323, 0.38858872652053833, Israeli ceramics
14447, 0.3884221613407135, Tiger
34579, 0.38818487524986267, Laura (1944 film)
14755, 0.38818269968032837, The New York Times
126367, 0.38808655738830566, Electric vehicle
339646, 0.38801589608192444, Yiddish theatre
89703, 0.3877353370189667, White people
3621400, 0.38769879937171936, March 1901
1861798, 0.38766008615493774, Olive Winchester
86373, 0.3876326084136963, Maiden Castle Dorset
27929, 0.387490838766098, Solon
1443153, 0.3870985507965088, Dirmstein
33994, 0.38685092329978943, St Peter s Basilica
569978, 0.3865751326084137, Buildings and architecture of Bristol
34099, 0.3861647844314575, North by Northwest
3063977, 0.3860493302345276, Hagiopolitan Octoechos
192162, 0.3860362470149994, Glory (1989 film)
28336, 0.385606586933136, Geelong
6515, 0.38549691438674927, Humphrey Bogart
1063407, 0.385423481464386, History of Xinjiang
85901, 0.38514208793640137, London Symphony Orchestra
187560, 0.3849266469478607, Waldorf Astoria New York
1299116, 0.3847053647041321, Climate of Australia
5542, 0.3847038447856903, Ghana
867845, 0.38467374444007874, Quakers
35075, 0.38436809182167053, Sunset Boulevard (film)
1092924, 0.38436809182167053, Poltergeist (1982 film)
344411, 0.38429927825927734, Sport in the United Kingdom
3333880, 0.3841410279273987, St Mary s Church Reculver
2221882, 0.38408222794532776, Adelaide Steamship Company
85204, 0.38394927978515625, Mark Twain
30851, 0.3834812641143799, Toronto
1557263, 0.3834221363067627, History of Ybor City
215135, 0.38332948088645935, Coffee
2176, 0.38306164741516113, Bohdan Khmelnytsky
40620, 0.383000910282135, James City County Virginia
16143, 0.38253459334373474, Witchcraft
769363, 0.38247331976890564, History of the Jews in Romania
1685203, 0.38244950771331787, On Golden Pond (1981 film)
2364495, 0.38243523240089417, History of Covington Kentucky
115295, 0.38241511583328247, Shrewsbury Abbey
9159, 0.38238635659217834, Marilyn Monroe
1716457, 0.3823324739933014, Peak uranium
95335, 0.3816492259502411, Shenyang
21346, 0.38137364387512207, East India Company
349215, 0.3813515305519104, History of Detroit
320916, 0.3811194598674774, Bintan Island
3409, 0.38057586550712585, Cetacea
390640, 0.3803335726261139, Hanbok
43557, 0.38023802638053894, Blackford County Indiana
9732, 0.38007187843322754, Marrakesh
1170792, 0.3800632655620575, History of bras
294465, 0.37991243600845337, Michael Anthony Bilandic
9967, 0.3795376420021057, Magna Carta
8912, 0.3793981969356537, Muhammad
721454, 0.37932929396629333, Demography of Scotland
547090, 0.3793160915374756, Chennai Port
141, 0.37904712557792664, Akira Kurosawa
32088, 0.3789953887462616, The Caine Mutiny (film)
495213, 0.37899261713027954, Southlands College Galle
44906, 0.37897273898124695, The French Connection (film)
1492020, 0.37879782915115356, Malagasy cuisine
9964, 0.3787418305873871, Mobile Alabama
880284, 0.3786022663116455, Skuleskogen National Park
257345, 0.3785538673400879, Shirley Temple
1347629, 0.37818607687950134, History of Andhra Pradesh
810480, 0.3780044615268707, History of the Canadian dollar
155283, 0.37769022583961487, Suceava
346582, 0.37767764925956726, Up from Slavery
2427545, 0.3776771128177643, Iowa
3787622, 0.377410888671875, John La Gatta
35151, 0.3773335814476013, Vertigo (film)
992430, 0.377150297164917, Floods in the United States: 1901–2000
11599, 0.377057284116745, Portsmouth
2462086, 0.3770392835140228, Jeffrey Street
1138438, 0.37683868408203125, History of Milton Keynes
2694649, 0.37683501839637756, Genealogical Claims of Jaffna
34747, 0.37667059898376465, Animal House
12705, 0.37665221095085144, Real Madrid C F
387624, 0.37660345435142517, History of coal mining
43153, 0.3765905499458313, Harlan County Kentucky
32191, 0.3765638470649719, Faye Dunaway
18323, 0.37650713324546814, Alfa Romeo
98415, 0.37646493315696716, Canal du Midi
204678, 0.37638717889785767, History of the Israeli–Palestinian conflict
2175183, 0.37614867091178894, American philosophy
1198939, 0.3758298456668854, History of Islam in southern Italy
3084374, 0.3758212625980377, Big (film)
104507, 0.3757358193397522, Inner Temple
756118, 0.3753792345523834, History of Latin
1980754, 0.37532860040664673, Dutch language
784310, 0.3752604126930237, History of San Diego
582533, 0.3750445544719696, Byzantine law
2702949, 0.3749105632305145, Gene Schoor
5784, 0.3747532069683075, Ghost
42051, 0.3744010031223297, Huntington West Virginia
832080, 0.3742050230503082, History of Harvard University
442554, 0.3741509020328522, Treasure trove
2225618, 0.3741416931152344, Nordic countries
927, 0.3735671937465668, Aalen
14126, 0.3734102249145508, Sydney Swans
1065740, 0.37332683801651, Christmas and holiday season
7776, 0.3732481002807617, Kilogram
445292, 0.3732326924800873, Schriesheim
132070, 0.3730890452861786, Heart of Midlothian F C
82372, 0.3730029761791229, Møn
12389, 0.3727284073829651, Russian Revolution
22155, 0.37268319725990295, Selinunte
391464, 0.37245047092437744, Polar motion
157687, 0.372448593378067, Wampanoag
8596, 0.37233486771583557, Los Angeles Dodgers
44305, 0.37218809127807617, Die Hard
84643, 0.3720664978027344, Juris Doctor
29096, 0.37182021141052246, Emmeline Pankhurst
232631, 0.3717384338378906, Rogue wave
2229786, 0.3716394901275635, Shrewsbury
322828, 0.3714195787906647, Japanese calligraphy
13514, 0.3713878095149994, Snake River
692983, 0.37134578824043274, In Cold Blood (film)
88655, 0.37131357192993164, The Rite of Spring
1933750, 0.3712078034877777, Nuclear power debate
